,rank,change,name,service,genre
0,1,(+1),전략적 팀 전투,"Riot Games, Inc",전략
1,2,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,5,(-),블레스 모바일,JOYCITY Corp.,롤플레잉
5,6,(+1),브롤스타즈,Supercell,액션
6,7,(+1),AFK 아레나,Lilith Games,롤플레잉
7,8,(-2),좀비고등학교,AWESOMEPIECE,아케이드
8,9,(-),리니지M,NCSOFT Corporation,롤플레잉
9,10,(-),V4,NEXON Company,롤플레잉
10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
12,13,(+4),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
13,14,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(-2),카운터사이드,NEXON Company,롤플레잉
15,16,(-1),메이플스토리M,NEXON Company,롤플레잉
16,17,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
17,18,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,19,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
19,20,(+2),포켓몬고,"Niantic, Inc.",어드벤처
20,21,(+2),리니지2 레볼루션,Netmarble,롤플레잉
21,22,(+3),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
22,23,(-3),테라 히어로,Red Sahara Studio Inc.,롤플레잉
23,24,(-3),카오스모바일,(주)엑스엔게임즈,롤플레잉
24,25,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
25,26,(-2),명일방주,Yostar Limited.,전략
26,27,(+11),에오스 레드,BluePotion Games,롤플레잉
27,28,(+2),제5인격,X.D. Global,어드벤처
28,29,(+4),이사만루3,GONGGAMES Corp.,스포츠
29,30,(+6),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
30,31,(-2),라스트오리진,smart joy,롤플레잉
31,32,(-5),랜덤 다이스,royaldice,전략
32,33,(-5),블레이드&소울 레볼루션,Netmarble,롤플레잉
33,34,(-),클래시 오브 클랜,Supercell,전략
34,35,(-3),모두의마블 for kakao,Netmarble,보드
35,36,(-1),클래시 로얄,Supercell,전략
36,37,(NEW),에픽세븐,Smilegate Megaport,롤플레잉
37,38,(NEW),궁수의 전설,Habby,액션
38,39,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
39,40,(-1),랑그릿사,ZlongGames,전략
0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
1,2,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,5,(+2),AFK 아레나,Lilith Games,롤플레잉
5,6,(-1),블레스 모바일,JOYCITY Corp.,롤플레잉
6,7,(+1),좀비고등학교,AWESOMEPIECE,아케이드
7,8,(-2),브롤스타즈,Supercell,액션
8,9,(-),리니지M,NCSOFT Corporation,롤플레잉
9,10,(-),V4,NEXON Company,롤플레잉
10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(+1),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
12,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
13,14,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
14,15,(-),카운터사이드,NEXON Company,롤플레잉
15,16,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
16,17,(-1),메이플스토리M,NEXON Company,롤플레잉
17,18,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
18,19,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
19,20,(-),포켓몬고,"Niantic, Inc.",어드벤처
20,21,(+1),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
21,22,(-1),리니지2 레볼루션,Netmarble,롤플레잉
22,23,(+4),에오스 레드,BluePotion Games,롤플레잉
23,24,(+2),명일방주,Yostar Limited.,전략
24,25,(+3),제5인격,X.D. Global,어드벤처
25,26,(+11),에픽세븐,Smilegate Megaport,롤플레잉
26,27,(+6),블레이드&소울 레볼루션,Netmarble,롤플레잉
27,28,(-5),테라 히어로,Red Sahara Studio Inc.,롤플레잉
28,29,(+3),랜덤 다이스,royaldice,전략
29,30,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
30,31,(-),라스트오리진,smart joy,롤플레잉
31,32,(-3),이사만루3,GONGGAMES Corp.,스포츠
32,33,(+1),클래시 오브 클랜,Supercell,전략
33,34,(+2),클래시 로얄,Supercell,전략
34,35,(+4),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
35,36,(NEW),냥코 대전쟁,PONOS Corporation,캐주얼 게임
36,37,(+3),랑그릿사,ZlongGames,전략
37,38,(-),궁수의 전설,Habby,액션
38,39,(-4),모두의마블 for kakao,Netmarble,보드
39,40,(-15),세븐나이츠 for kakao,Netmarble,롤플레잉
0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
1,2,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
2,3,(+6),리니지M,NCSOFT Corporation,롤플레잉
3,4,(+1),AFK 아레나,Lilith Games,롤플레잉
4,5,(-1),ROBLOX,Roblox Corporation,어드벤처
5,6,(-3),리니지2M,NCSOFT Corporation,롤플레잉
6,7,(-1),블레스 모바일,JOYCITY Corp.,롤플레잉
7,8,(-),브롤스타즈,Supercell,액션
8,9,(+1),V4,NEXON Company,롤플레잉
9,10,(-3),좀비고등학교,AWESOMEPIECE,아케이드
10,11,(NEW),라지엘,ZlongGames,롤플레잉
11,12,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
12,13,(+3),라이즈 오브 킹덤즈,Lilith Games,전략
13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(-3),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
15,16,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
16,17,(-2),카운터사이드,NEXON Company,롤플레잉
17,18,(-1),메이플스토리M,NEXON Company,롤플레잉
18,19,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
19,20,(-),포켓몬고,"Niantic, Inc.",어드벤처
20,21,(-3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
21,22,(-1),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
22,23,(-1),리니지2 레볼루션,Netmarble,롤플레잉
23,24,(+2),에픽세븐,Smilegate Megaport,롤플레잉
24,25,(-2),에오스 레드,BluePotion Games,롤플레잉
25,26,(+1),블레이드&소울 레볼루션,Netmarble,롤플레잉
26,27,(+2),랜덤 다이스,royaldice,전략
27,28,(-3),제5인격,X.D. Global,어드벤처
28,29,(-5),명일방주,Yostar Limited.,전략
29,30,(NEW),영주 : 백의 연대기,OASIS GAMES LIMITED,롤플레잉
30,31,(+9),세븐나이츠 for kakao,Netmarble,롤플레잉
31,32,(-2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
32,33,(-2),라스트오리진,smart joy,롤플레잉
33,34,(-6),테라 히어로,Red Sahara Studio Inc.,롤플레잉
34,35,(-1),클래시 로얄,Supercell,전략
35,36,(-4),이사만루3,GONGGAMES Corp.,스포츠
36,37,(-4),클래시 오브 클랜,Supercell,전략
37,38,(+1),모두의마블 for kakao,Netmarble,보드
38,39,(NEW),마블 퓨처파이트,Netmarble,액션
39,40,(NEW),킹오파 익스트림 매치,ChangYou,롤플레잉
0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
1,2,(+1),리니지M,NCSOFT Corporation,롤플레잉
2,3,(+1),AFK 아레나,Lilith Games,롤플레잉
3,4,(+2),리니지2M,NCSOFT Corporation,롤플레잉
4,5,(-3),A3: 스틸얼라이브,Netmarble,롤플레잉
5,6,(-1),ROBLOX,Roblox Corporation,어드벤처
6,7,(+1),브롤스타즈,Supercell,액션
7,8,(+1),V4,NEXON Company,롤플레잉
8,9,(+2),라지엘,ZlongGames,롤플레잉
9,10,(-),좀비고등학교,AWESOMEPIECE,아케이드
10,11,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(-5),블레스 모바일,JOYCITY Corp.,롤플레잉
12,13,(-),라이즈 오브 킹덤즈,Lilith Games,전략
13,14,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(+2),카운터사이드,NEXON Company,롤플레잉
15,16,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
16,17,(+2),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(+2),포켓몬고,"Niantic, Inc.",어드벤처
18,19,(-1),메이플스토리M,NEXON Company,롤플레잉
19,20,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
20,21,(+3),에픽세븐,Smilegate Megaport,롤플레잉
21,22,(NEW),케페우스M,Ujoy Games,롤플레잉
22,23,(-8),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
23,24,(-1),리니지2 레볼루션,Netmarble,롤플레잉
24,25,(+2),랜덤 다이스,royaldice,전략
25,26,(+4),영주 : 백의 연대기,OASIS GAMES LIMITED,롤플레잉
26,27,(+2),명일방주,Yostar Limited.,전략
27,28,(-),제5인격,X.D. Global,어드벤처
28,29,(-4),에오스 레드,BluePotion Games,롤플레잉
29,30,(-4),블레이드&소울 레볼루션,Netmarble,롤플레잉
30,31,(-),세븐나이츠 for kakao,Netmarble,롤플레잉
31,32,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
32,33,(+6),마블 퓨처파이트,Netmarble,액션
33,34,(-1),라스트오리진,smart joy,롤플레잉
34,35,(-13),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
35,36,(-1),클래시 로얄,Supercell,전략
36,37,(-1),이사만루3,GONGGAMES Corp.,스포츠
37,38,(+2),킹오파 익스트림 매치,ChangYou,롤플레잉
38,39,(-5),테라 히어로,Red Sahara Studio Inc.,롤플레잉
39,40,(-2),모두의마블 for kakao,Netmarble,보드
0,1,(-),전략적 팀 전투,"Riot Games, Inc",전략
1,2,(-),리니지M,NCSOFT Corporation,롤플레잉
2,3,(-),AFK 아레나,Lilith Games,롤플레잉
3,4,(-),리니지2M,NCSOFT Corporation,롤플레잉
4,5,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
5,6,(-),ROBLOX,Roblox Corporation,어드벤처
6,7,(-),브롤스타즈,Supercell,액션
7,8,(-),V4,NEXON Company,롤플레잉
8,9,(-),라지엘,ZlongGames,롤플레잉
9,10,(-),좀비고등학교,AWESOMEPIECE,아케이드
10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
12,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
13,14,(+3),배틀그라운드 모바일,PUBG CORPORATION,액션
14,15,(+3),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(+6),케페우스M,Ujoy Games,롤플레잉
16,17,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
17,18,(+1),메이플스토리M,NEXON Company,롤플레잉
18,19,(-7),블레스 모바일,JOYCITY Corp.,롤플레잉
19,20,(+1),에픽세븐,Smilegate Megaport,롤플레잉
20,21,(-6),카운터사이드,NEXON Company,롤플레잉
21,22,(-2),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
22,23,(-),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
23,24,(-),리니지2 레볼루션,Netmarble,롤플레잉
24,25,(-),랜덤 다이스,royaldice,전략
25,26,(+2),제5인격,X.D. Global,어드벤처
26,27,(-),명일방주,Yostar Limited.,전략
27,28,(-2),영주 : 백의 연대기,OASIS GAMES LIMITED,롤플레잉
28,29,(+5),라스트오리진,smart joy,롤플레잉
29,30,(-),블레이드&소울 레볼루션,Netmarble,롤플레잉
30,31,(+2),마블 퓨처파이트,Netmarble,액션
31,32,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
32,33,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
33,34,(-5),에오스 레드,BluePotion Games,롤플레잉
34,35,(+1),클래시 로얄,Supercell,전략
35,36,(+1),이사만루3,GONGGAMES Corp.,스포츠
36,37,(NEW),냥코 대전쟁,PONOS Corporation,캐주얼 게임
37,38,(-),킹오파 익스트림 매치,ChangYou,롤플레잉
38,39,(NEW),랑그릿사,ZlongGames,전략
39,40,(-),모두의마블 for kakao,Netmarble,보드
0,1,(NEW),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1,2,(-),리니지M,NCSOFT Corporation,롤플레잉
2,3,(+1),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(-3),전략적 팀 전투,"Riot Games, Inc",전략
4,5,(-2),AFK 아레나,Lilith Games,롤플레잉
5,6,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
6,7,(-),브롤스타즈,Supercell,액션
7,8,(-2),ROBLOX,Roblox Corporation,어드벤처
8,9,(-1),V4,NEXON Company,롤플레잉
9,10,(-1),라지엘,ZlongGames,롤플레잉
10,11,(NEW),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
11,12,(-2),좀비고등학교,AWESOMEPIECE,아케이드
12,13,(-1),라이즈 오브 킹덤즈,Lilith Games,전략
13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(-),포켓몬고,"Niantic, Inc.",어드벤처
15,16,(-5),달빛조각사,Kakao Games Corp.,롤플레잉
16,17,(-3),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-2),케페우스M,Ujoy Games,롤플레잉
18,19,(+1),에픽세븐,Smilegate Megaport,롤플레잉
19,20,(-3),검은사막 모바일,PEARL ABYSS,롤플레잉
20,21,(-3),메이플스토리M,NEXON Company,롤플레잉
21,22,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
22,23,(NEW),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
23,24,(-3),카운터사이드,NEXON Company,롤플레잉
24,25,(-1),리니지2 레볼루션,Netmarble,롤플레잉
25,26,(-7),블레스 모바일,JOYCITY Corp.,롤플레잉
26,27,(-1),제5인격,X.D. Global,어드벤처
27,28,(+1),라스트오리진,smart joy,롤플레잉
28,29,(-4),랜덤 다이스,royaldice,전략
29,30,(-3),명일방주,Yostar Limited.,전략
30,31,(-8),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
31,32,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
32,33,(-2),마블 퓨처파이트,Netmarble,액션
33,34,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
34,35,(-3),세븐나이츠 for kakao,Netmarble,롤플레잉
35,36,(-),이사만루3,GONGGAMES Corp.,스포츠
36,37,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
37,38,(+1),랑그릿사,ZlongGames,전략
38,39,(-4),클래시 로얄,Supercell,전략
39,40,(-),모두의마블 for kakao,Netmarble,보드
0,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1,2,(+1),리니지2M,NCSOFT Corporation,롤플레잉
2,3,(+1),전략적 팀 전투,"Riot Games, Inc",전략
3,4,(+3),브롤스타즈,Supercell,액션
4,5,(-),AFK 아레나,Lilith Games,롤플레잉
5,6,(+2),ROBLOX,Roblox Corporation,어드벤처
6,7,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
7,8,(-6),리니지M,NCSOFT Corporation,롤플레잉
8,9,(+2),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
9,10,(-1),V4,NEXON Company,롤플레잉
10,11,(+2),라이즈 오브 킹덤즈,Lilith Games,전략
11,12,(-),좀비고등학교,AWESOMEPIECE,아케이드
12,13,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
13,14,(+1),포켓몬고,"Niantic, Inc.",어드벤처
14,15,(+8),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
15,16,(-),달빛조각사,Kakao Games Corp.,롤플레잉
16,17,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-),케페우스M,Ujoy Games,롤플레잉
18,19,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
19,20,(-1),에픽세븐,Smilegate Megaport,롤플레잉
20,21,(-11),라지엘,ZlongGames,롤플레잉
21,22,(-1),메이플스토리M,NEXON Company,롤플레잉
22,23,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
23,24,(-),카운터사이드,NEXON Company,롤플레잉
24,25,(-),리니지2 레볼루션,Netmarble,롤플레잉
25,26,(+2),라스트오리진,smart joy,롤플레잉
26,27,(-),제5인격,X.D. Global,어드벤처
27,28,(+2),명일방주,Yostar Limited.,전략
28,29,(-),랜덤 다이스,royaldice,전략
29,30,(+1),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
30,31,(-5),블레스 모바일,JOYCITY Corp.,롤플레잉
31,32,(+1),마블 퓨처파이트,Netmarble,액션
32,33,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
33,34,(-),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
34,35,(+1),이사만루3,GONGGAMES Corp.,스포츠
35,36,(+2),랑그릿사,ZlongGames,전략
36,37,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
37,38,(-3),세븐나이츠 for kakao,Netmarble,롤플레잉
38,39,(NEW),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
39,40,(-1),클래시 로얄,Supercell,전략
0,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1,2,(+1),전략적 팀 전투,"Riot Games, Inc",전략
2,3,(+1),브롤스타즈,Supercell,액션
3,4,(-2),리니지2M,NCSOFT Corporation,롤플레잉
4,5,(+1),ROBLOX,Roblox Corporation,어드벤처
5,6,(-1),AFK 아레나,Lilith Games,롤플레잉
6,7,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
7,8,(-),리니지M,NCSOFT Corporation,롤플레잉
8,9,(+6),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
9,10,(-1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
10,11,(NEW),뮤 아크엔젤,Webzen Inc.,롤플레잉
11,12,(-2),V4,NEXON Company,롤플레잉
12,13,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
13,14,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(-3),좀비고등학교,AWESOMEPIECE,아케이드
15,16,(-2),포켓몬고,"Niantic, Inc.",어드벤처
16,17,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
17,18,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
18,19,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
19,20,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
20,21,(+7),명일방주,Yostar Limited.,전략
21,22,(-2),에픽세븐,Smilegate Megaport,롤플레잉
22,23,(-1),메이플스토리M,NEXON Company,롤플레잉
23,24,(-6),케페우스M,Ujoy Games,롤플레잉
24,25,(-),리니지2 레볼루션,Netmarble,롤플레잉
25,26,(-),라스트오리진,smart joy,롤플레잉
26,27,(+6),블레이드&소울 레볼루션,Netmarble,롤플레잉
27,28,(-4),카운터사이드,NEXON Company,롤플레잉
28,29,(-2),제5인격,X.D. Global,어드벤처
29,30,(-1),랜덤 다이스,royaldice,전략
30,31,(+4),이사만루3,GONGGAMES Corp.,스포츠
31,32,(+7),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
32,33,(-1),마블 퓨처파이트,Netmarble,액션
33,34,(-13),라지엘,ZlongGames,롤플레잉
34,35,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
35,36,(-6),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
36,37,(-1),랑그릿사,ZlongGames,전략
37,38,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
38,39,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
39,40,(-),클래시 로얄,Supercell,전략
0,1,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
1,2,(-),전략적 팀 전투,"Riot Games, Inc",전략
2,3,(-),브롤스타즈,Supercell,액션
3,4,(+1),ROBLOX,Roblox Corporation,어드벤처
4,5,(-1),리니지2M,NCSOFT Corporation,롤플레잉
5,6,(+2),리니지M,NCSOFT Corporation,롤플레잉
6,7,(-1),AFK 아레나,Lilith Games,롤플레잉
7,8,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
8,9,(-),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
9,10,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
10,11,(-1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
11,12,(-),V4,NEXON Company,롤플레잉
12,13,(-),라이즈 오브 킹덤즈,Lilith Games,전략
13,14,(+1),좀비고등학교,AWESOMEPIECE,아케이드
14,15,(+2),검은사막 모바일,PEARL ABYSS,롤플레잉
15,16,(+4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
16,17,(-1),포켓몬고,"Niantic, Inc.",어드벤처
17,18,(-),달빛조각사,Kakao Games Corp.,롤플레잉
18,19,(+2),명일방주,Yostar Limited.,전략
19,20,(-6),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
20,21,(+1),에픽세븐,Smilegate Megaport,롤플레잉
21,22,(+1),메이플스토리M,NEXON Company,롤플레잉
22,23,(NEW),폴아웃 쉘터 Online,GaeaMobile,어드벤처
23,24,(+3),블레이드&소울 레볼루션,Netmarble,롤플레잉
24,25,(-),리니지2 레볼루션,Netmarble,롤플레잉
25,26,(-),라스트오리진,smart joy,롤플레잉
26,27,(+2),제5인격,X.D. Global,어드벤처
27,28,(-),카운터사이드,NEXON Company,롤플레잉
28,29,(+3),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
29,30,(-),랜덤 다이스,royaldice,전략
30,31,(+6),랑그릿사,ZlongGames,전략
31,32,(-1),이사만루3,GONGGAMES Corp.,스포츠
32,33,(-),마블 퓨처파이트,Netmarble,액션
33,34,(+1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
34,35,(-11),케페우스M,Ujoy Games,롤플레잉
35,36,(-),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
36,37,(+1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
37,38,(+1),세븐나이츠 for kakao,Netmarble,롤플레잉
38,39,(NEW),모두의마블 for kakao,Netmarble,보드
39,40,(-),클래시 로얄,Supercell,전략
0,1,(NEW),피파 모바일,NEXON Company,스포츠
1,2,(-1),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2,3,(+3),리니지M,NCSOFT Corporation,롤플레잉
3,4,(-),ROBLOX,Roblox Corporation,어드벤처
4,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
5,6,(-4),전략적 팀 전투,"Riot Games, Inc",전략
6,7,(-4),브롤스타즈,Supercell,액션
7,8,(+2),뮤 아크엔젤,Webzen Inc.,롤플레잉
8,9,(-2),AFK 아레나,Lilith Games,롤플레잉
9,10,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
10,11,(+1),V4,NEXON Company,롤플레잉
11,12,(+3),검은사막 모바일,PEARL ABYSS,롤플레잉
12,13,(+3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
13,14,(-5),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
14,15,(+5),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
15,16,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
16,17,(-3),좀비고등학교,AWESOMEPIECE,아케이드
17,18,(-7),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
18,19,(-2),포켓몬고,"Niantic, Inc.",어드벤처
19,20,(-2),달빛조각사,Kakao Games Corp.,롤플레잉
20,21,(+2),폴아웃 쉘터 Online,GaeaMobile,어드벤처
21,22,(-3),명일방주,Yostar Limited.,전략
22,23,(-1),메이플스토리M,NEXON Company,롤플레잉
23,24,(-3),에픽세븐,Smilegate Megaport,롤플레잉
24,25,(NEW),배틀그라운드 모바일,PUBG CORPORATION,액션
25,26,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
26,27,(-2),리니지2 레볼루션,Netmarble,롤플레잉
27,28,(+2),랜덤 다이스,royaldice,전략
28,29,(-2),제5인격,X.D. Global,어드벤처
29,30,(-1),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
30,31,(-5),라스트오리진,smart joy,롤플레잉
31,32,(-4),카운터사이드,NEXON Company,롤플레잉
32,33,(-2),랑그릿사,ZlongGames,전략
33,34,(-2),이사만루3,GONGGAMES Corp.,스포츠
34,35,(-2),마블 퓨처파이트,Netmarble,액션
35,36,(-2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
36,37,(-),냥코 대전쟁,PONOS Corporation,캐주얼 게임
37,38,(-2),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
38,39,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
39,40,(NEW),컴투스프로야구2020,Com2uS,스포츠
0,1,(-),피파 모바일,NEXON Company,스포츠
1,2,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
2,3,(NEW),스톤에이지 월드,Netmarble,롤플레잉
3,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
4,5,(-1),ROBLOX,Roblox Corporation,어드벤처
5,6,(-1),리니지2M,NCSOFT Corporation,롤플레잉
6,7,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
7,8,(-2),전략적 팀 전투,"Riot Games, Inc",전략
8,9,(-2),브롤스타즈,Supercell,액션
9,10,(-1),AFK 아레나,Lilith Games,롤플레잉
10,11,(-1),A3: 스틸얼라이브,Netmarble,롤플레잉
11,12,(-1),V4,NEXON Company,롤플레잉
12,13,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
13,14,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
14,15,(-1),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
15,16,(-),라이즈 오브 킹덤즈,Lilith Games,전략
16,17,(-),좀비고등학교,AWESOMEPIECE,아케이드
17,18,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
18,19,(+2),폴아웃 쉘터 Online,GaeaMobile,어드벤처
19,20,(NEW),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
20,21,(-2),포켓몬고,"Niantic, Inc.",어드벤처
21,22,(-4),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
22,23,(-1),명일방주,Yostar Limited.,전략
23,24,(-4),달빛조각사,Kakao Games Corp.,롤플레잉
24,25,(-2),메이플스토리M,NEXON Company,롤플레잉
25,26,(-2),에픽세븐,Smilegate Megaport,롤플레잉
26,27,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
27,28,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
28,29,(-1),랜덤 다이스,royaldice,전략
29,30,(-3),리니지2 레볼루션,Netmarble,롤플레잉
30,31,(+1),카운터사이드,NEXON Company,롤플레잉
31,32,(-3),제5인격,X.D. Global,어드벤처
32,33,(-3),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
33,34,(-3),라스트오리진,smart joy,롤플레잉
34,35,(-2),랑그릿사,ZlongGames,전략
35,36,(-1),마블 퓨처파이트,Netmarble,액션
36,37,(-3),이사만루3,GONGGAMES Corp.,스포츠
