,rank,change,name,service,genre
38,39,(-5),쿠키런: 오븐브레이크,Devsisters Corporation,아케이드
39,40,(-1),라이프애프터,X.D. Global,어드벤처
0,1,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
1,2,(+17),전략적 팀 전투,"Riot Games, Inc",전략
2,3,(-1),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(+1),테라 히어로,Red Sahara Studio Inc.,롤플레잉
4,5,(-1),ROBLOX,Roblox Corporation,어드벤처
5,6,(-3),AFK 아레나,Lilith Games,롤플레잉
6,7,(-1),브롤스타즈,Supercell,액션
7,8,(+6),좀비고등학교,AWESOMEPIECE,아케이드
8,9,(-1),리니지M,NCSOFT Corporation,롤플레잉
9,10,(-),V4,NEXON Company,롤플레잉
10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(-5),카오스모바일,(주)엑스엔게임즈,롤플레잉
12,13,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
13,14,(-1),카운터사이드,NEXON Company,롤플레잉
14,15,(-),메이플스토리M,NEXON Company,롤플레잉
15,16,(-),라이즈 오브 킹덤즈,Lilith Games,전략
16,17,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
17,18,(-),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
18,19,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
19,20,(-11),R5,"YOOZOO GAMES KOREA CO.,LTD.",롤플레잉
20,21,(+1),포켓몬고,"Niantic, Inc.",어드벤처
21,22,(+2),리니지2 레볼루션,Netmarble,롤플레잉
22,23,(-2),명일방주,Yostar Limited.,전략
23,24,(NEW),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
24,25,(-2),랜덤 다이스,royaldice,전략
25,26,(-),세븐나이츠 for kakao,Netmarble,롤플레잉
26,27,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
27,28,(-),제5인격,X.D. Global,어드벤처
28,29,(-),라스트오리진,smart joy,롤플레잉
29,30,(+1),모두의마블 for kakao,Netmarble,보드
30,31,(-4),클래시 로얄,Supercell,전략
31,32,(-2),이사만루3,GONGGAMES Corp.,스포츠
32,33,(+1),클래시 오브 클랜,Supercell,전략
33,34,(-2),엑소스 히어로즈,LINE Games,롤플레잉
34,35,(-2),랑그릿사,ZlongGames,전략
35,36,(-1),리치리치,U.LU Games,시뮬레이션
36,37,(NEW),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
37,38,(-2),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
38,39,(NEW),궁수의 전설,Habby,액션
39,40,(-3),냥코 대전쟁,PONOS Corporation,캐주얼 게임
0,1,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
1,2,(-),전략적 팀 전투,"Riot Games, Inc",전략
2,3,(-),리니지2M,NCSOFT Corporation,롤플레잉
3,4,(+1),ROBLOX,Roblox Corporation,어드벤처
4,5,(NEW),블레스 모바일,JOYCITY Corp.,롤플레잉
5,6,(+2),좀비고등학교,AWESOMEPIECE,아케이드
6,7,(-),브롤스타즈,Supercell,액션
7,8,(-2),AFK 아레나,Lilith Games,롤플레잉
8,9,(-),리니지M,NCSOFT Corporation,롤플레잉
9,10,(-),V4,NEXON Company,롤플레잉
10,11,(-),달빛조각사,Kakao Games Corp.,롤플레잉
11,12,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
12,13,(+1),카운터사이드,NEXON Company,롤플레잉
13,14,(+4),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
14,15,(-),메이플스토리M,NEXON Company,롤플레잉
15,16,(-),라이즈 오브 킹덤즈,Lilith Games,전략
16,17,(+7),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
17,18,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
18,19,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
19,20,(-16),테라 히어로,Red Sahara Studio Inc.,롤플레잉
20,21,(-9),카오스모바일,(주)엑스엔게임즈,롤플레잉
21,22,(-1),포켓몬고,"Niantic, Inc.",어드벤처
22,23,(-1),리니지2 레볼루션,Netmarble,롤플레잉
23,24,(-1),명일방주,Yostar Limited.,전략
24,25,(NEW),라그나로크 택틱스,"GRAVITY Co., Ltd.",전략
25,26,(-),세븐나이츠 for kakao,Netmarble,롤플레잉
26,27,(-2),랜덤 다이스,royaldice,전략
27,28,(-1),블레이드&소울 레볼루션,Netmarble,롤플레잉
28,29,(-),라스트오리진,smart joy,롤플레잉
29,30,(-2),제5인격,X.D. Global,어드벤처
30,31,(-11),R5,"YOOZOO GAMES KOREA CO.,LTD.",롤플레잉
31,32,(-2),모두의마블 for kakao,Netmarble,보드
32,33,(-1),이사만루3,GONGGAMES Corp.,스포츠
33,34,(-1),클래시 오브 클랜,Supercell,전략
34,35,(-4),클래시 로얄,Supercell,전략
35,36,(+1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
36,37,(-1),리치리치,U.LU Games,시뮬레이션
37,38,(NEW),에오스 레드,BluePotion Games,롤플레잉
38,39,(-4),랑그릿사,ZlongGames,전략
39,40,(-6),엑소스 히어로즈,LINE Games,롤플레잉
