,column-1,column-1 2,column-3,column-4,column-5
17,18,(-),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
18,19,(-3),아이온: 영원의 탑,엔씨소프트,롤플레잉
19,20,(-3),검은사막,카카오게임즈,롤플레잉
20,21,(new),카운터 스트라이크 온라인,넥슨,FPS
21,22,(-2),엘소드,넥슨 코리아,롤플레잉
22,23,(-2),리니지2,엔씨소프트,롤플레잉
23,24,(-2),포트나이트,네오위즈,서바이벌
24,25,(-2),바람의나라,넥슨 코리아,롤플레잉
25,26,(-),마비노기,넥슨 코리아,롤플레잉
26,27,(-),몬스터헌터 월드,"CAPCOM CO., LTD.",액션
27,28,(-3),아스텔리아,NEXON COMPANY,MMORPG
28,29,(-5),디아블로3,블리자드,롤플레잉
29,30,(-2),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
30,31,(-2),버블파이터,㈜넥슨 코리아,캐주얼 게임
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(+1),메이플스토리,NEXON COMPANY,롤플레잉
2,3,(-1),로스트아크,스마일게이트 STOVE,롤플레잉
3,4,(-),카트라이더,NEXON COMPANY,자동차 경주
4,5,(-),피파온라인4,NEXON COMPANY,스포츠
5,6,(+1),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
6,7,(+1),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
7,8,(-2),던전앤파이터,넥슨 코리아,액션
8,9,(-),오버워치,블리자드,FPS
9,10,(-),서든어택,넥슨 코리아,FPS
10,11,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
11,12,(-),마인크래프트,모장,어드벤처
12,13,(-),리니지,엔씨소프트,롤플레잉
13,14,(-),테일즈런너,스마일게이트 메가포트,캐주얼 게임
14,15,(+2),아키에이지,엑스엘게임즈,롤플레잉
15,16,(-1),블레이드앤소울,엔씨소프트,롤플레잉
16,17,(-1),사이퍼즈,넥슨 코리아,액션
17,18,(-),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
18,19,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
19,20,(-),검은사막,카카오게임즈,롤플레잉
20,21,(new),월드 오브 워크래프트,블리자드,롤플레잉
21,22,(+1),리니지2,엔씨소프트,롤플레잉
22,23,(-1),엘소드,넥슨 코리아,롤플레잉
23,24,(-),포트나이트,네오위즈,서바이벌
24,25,(-),바람의나라,넥슨 코리아,롤플레잉
25,26,(-),마비노기,넥슨 코리아,롤플레잉
26,27,(+3),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
27,28,(+1),디아블로3,블리자드,롤플레잉
28,29,(-2),몬스터헌터 월드,"CAPCOM CO., LTD.",액션
29,30,(+1),버블파이터,㈜넥슨 코리아,캐주얼 게임
30,31,(-3),아스텔리아,NEXON COMPANY,MMORPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(-),메이플스토리,NEXON COMPANY,롤플레잉
2,3,(-),로스트아크,스마일게이트 STOVE,롤플레잉
3,4,(-),카트라이더,NEXON COMPANY,자동차 경주
4,5,(-),피파온라인4,NEXON COMPANY,스포츠
5,6,(-),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
6,7,(-),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
7,8,(-),던전앤파이터,넥슨 코리아,액션
8,9,(-),오버워치,블리자드,FPS
9,10,(-),서든어택,넥슨 코리아,FPS
10,11,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
11,12,(-),마인크래프트,모장,어드벤처
12,13,(-),리니지,엔씨소프트,롤플레잉
13,14,(-),테일즈런너,스마일게이트 메가포트,캐주얼 게임
14,15,(-),아키에이지,엑스엘게임즈,롤플레잉
15,16,(-),블레이드앤소울,엔씨소프트,롤플레잉
16,17,(+1),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
17,18,(-1),사이퍼즈,넥슨 코리아,액션
18,19,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
19,20,(-),검은사막,카카오게임즈,롤플레잉
20,21,(+1),리니지2,엔씨소프트,롤플레잉
21,22,(+1),엘소드,넥슨 코리아,롤플레잉
22,23,(+1),포트나이트,네오위즈,서바이벌
23,24,(+1),바람의나라,넥슨 코리아,롤플레잉
24,25,(+1),마비노기,넥슨 코리아,롤플레잉
25,26,(+1),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
26,27,(+1),디아블로3,블리자드,롤플레잉
27,28,(-7),월드 오브 워크래프트,블리자드,롤플레잉
28,29,(-),몬스터헌터 월드,"CAPCOM CO., LTD.",액션
29,30,(new),소울워커,스마일게이트 메가포트,롤플레잉
30,31,(-1),버블파이터,㈜넥슨 코리아,캐주얼 게임
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(-),메이플스토리,NEXON COMPANY,롤플레잉
2,3,(-),로스트아크,스마일게이트 STOVE,롤플레잉
3,4,(-),카트라이더,NEXON COMPANY,자동차 경주
4,5,(-),피파온라인4,NEXON COMPANY,스포츠
5,6,(-),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
6,7,(-),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
7,8,(-),던전앤파이터,넥슨 코리아,액션
8,9,(-),오버워치,블리자드,FPS
9,10,(-),서든어택,넥슨 코리아,FPS
10,11,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
11,12,(+1),리니지,엔씨소프트,롤플레잉
12,13,(-1),마인크래프트,모장,어드벤쳐
13,14,(+3),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
14,15,(-),아키에이지,엑스엘게임즈,롤플레잉
15,16,(-),블레이드앤소울,엔씨소프트,롤플레잉
16,17,(+1),사이퍼즈,넥슨 코리아,액션
17,18,(-4),테일즈런너,스마일게이트 메가포트,캐주얼 게임
18,19,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
19,20,(-),검은사막,카카오게임즈,롤플레잉
20,21,(-),리니지2,엔씨소프트,롤플레잉
21,22,(-),엘소드,넥슨 코리아,롤플레잉
22,23,(+1),바람의나라,넥슨 코리아,롤플레잉
23,24,(-1),포트나이트,네오위즈,서바이벌
24,25,(+1),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
25,26,(-1),마비노기,넥슨 코리아,롤플레잉
26,27,(+1),월드 오브 워크래프트,블리자드,롤플레잉
27,28,(-1),디아블로3,블리자드,롤플레잉
28,29,(+1),소울워커,스마일게이트 메가포트,롤플레잉
29,30,(new),하스스톤,"BLIZZARD ENTERTAINMENT, INC.",카드
30,31,(-2),몬스터헌터 월드,"CAPCOM CO., LTD.",액션
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(-),메이플스토리,NEXON COMPANY,롤플레잉
2,3,(+2),피파온라인4,NEXON COMPANY,스포츠
3,4,(-),카트라이더,NEXON COMPANY,자동차 경주
4,5,(-2),로스트아크,스마일게이트 STOVE,롤플레잉
5,6,(+1),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
6,7,(+1),던전앤파이터,넥슨 코리아,액션
7,8,(-2),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
8,9,(-),오버워치,블리자드,FPS
9,10,(-),서든어택,넥슨 코리아,FPS
10,11,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
11,12,(-),리니지,엔씨소프트,롤플레잉
12,13,(+1),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
13,14,(-1),마인크래프트,모장,어드벤쳐
14,15,(+2),사이퍼즈,넥슨 코리아,액션
15,16,(-1),아키에이지,엑스엘게임즈,롤플레잉
16,17,(+1),테일즈런너,스마일게이트 메가포트,캐주얼 게임
17,18,(-2),블레이드앤소울,엔씨소프트,롤플레잉
18,19,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
19,20,(-),검은사막,카카오게임즈,롤플레잉
20,21,(-),리니지2,엔씨소프트,롤플레잉
21,22,(new),도타2,밸브,AOS
22,23,(-1),엘소드,넥슨 코리아,롤플레잉
23,24,(-1),바람의나라,넥슨 코리아,롤플레잉
24,25,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
25,26,(-2),포트나이트,네오위즈,서바이벌
26,27,(-1),마비노기,넥슨 코리아,롤플레잉
27,28,(new),테라,넥슨 코리아,롤플레잉
28,29,(-2),월드 오브 워크래프트,블리자드,롤플레잉
29,30,(-1),소울워커,스마일게이트 메가포트,롤플레잉
30,31,(-3),디아블로3,블리자드,롤플레잉
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(+1),피파온라인4,NEXON COMPANY,스포츠
2,3,(+1),카트라이더,NEXON COMPANY,자동차 경주
3,4,(-2),메이플스토리,NEXON COMPANY,롤플레잉
4,5,(-),로스트아크,스마일게이트 STOVE,롤플레잉
5,6,(-),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
6,7,(-),던전앤파이터,넥슨 코리아,액션
7,8,(+4),리니지,엔씨소프트,롤플레잉
8,9,(-),오버워치,블리자드,FPS
9,10,(-),서든어택,넥슨 코리아,FPS
10,11,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
11,12,(-4),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
12,13,(-),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
13,14,(+1),사이퍼즈,넥슨 코리아,액션
14,15,(+1),아키에이지,엑스엘게임즈,롤플레잉
15,16,(-2),마인크래프트,모장,어드벤쳐
16,17,(+1),블레이드앤소울,엔씨소프트,롤플레잉
17,18,(-1),테일즈런너,스마일게이트 메가포트,캐주얼 게임
18,19,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
19,20,(-),검은사막,카카오게임즈,롤플레잉
20,21,(-),리니지2,엔씨소프트,롤플레잉
21,22,(+6),테라,넥슨 코리아,롤플레잉
22,23,(-1),도타2,밸브,AOS
23,24,(-),바람의나라,넥슨 코리아,롤플레잉
24,25,(-2),엘소드,넥슨 코리아,롤플레잉
25,26,(-1),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
26,27,(-),마비노기,넥슨 코리아,롤플레잉
27,28,(+1),월드 오브 워크래프트,블리자드,롤플레잉
28,29,(new),하스스톤,"BLIZZARD ENTERTAINMENT, INC.",카드
29,30,(+1),디아블로3,블리자드,롤플레잉
30,31,(-5),포트나이트,네오위즈,서바이벌
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(-),피파온라인4,NEXON COMPANY,스포츠
2,3,(-),카트라이더,NEXON COMPANY,자동차 경주
3,4,(-),메이플스토리,NEXON COMPANY,롤플레잉
4,5,(-),로스트아크,스마일게이트 STOVE,롤플레잉
5,6,(-),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
6,7,(+1),리니지,엔씨소프트,롤플레잉
7,8,(-1),던전앤파이터,넥슨 코리아,액션
8,9,(+2),천하제일상 거상,AK INTERACTIVE,롤플레잉
9,10,(-1),오버워치,블리자드,FPS
10,11,(-1),서든어택,넥슨 코리아,FPS
11,12,(+1),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
12,13,(-1),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
13,14,(+3),블레이드앤소울,엔씨소프트,롤플레잉
14,15,(-),아키에이지,엑스엘게임즈,롤플레잉
15,16,(-2),사이퍼즈,넥슨 코리아,액션
16,17,(-1),마인크래프트,모장,어드벤쳐
17,18,(+1),아이온: 영원의 탑,엔씨소프트,롤플레잉
18,19,(-1),테일즈런너,스마일게이트 메가포트,캐주얼 게임
19,20,(-),검은사막,카카오게임즈,롤플레잉
20,21,(-),리니지2,엔씨소프트,롤플레잉
21,22,(-),테라,넥슨 코리아,롤플레잉
22,23,(+8),포트나이트,네오위즈,서바이벌
23,24,(-),바람의나라,넥슨 코리아,롤플레잉
24,25,(+4),하스스톤,"BLIZZARD ENTERTAINMENT, INC.",카드
25,26,(-1),엘소드,넥슨 코리아,롤플레잉
26,27,(-),마비노기,넥슨 코리아,롤플레잉
27,28,(-2),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
28,29,(-1),월드 오브 워크래프트,블리자드,롤플레잉
29,30,(-7),도타2,밸브,AOS
30,31,(-1),디아블로3,블리자드,롤플레잉
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(+1),카트라이더,NEXON COMPANY,자동차 경주
2,3,(+1),메이플스토리,NEXON COMPANY,롤플레잉
3,4,(-2),피파온라인4,NEXON COMPANY,스포츠
4,5,(-),로스트아크,스마일게이트 STOVE,롤플레잉
5,6,(+1),리니지,엔씨소프트,롤플레잉
6,7,(-1),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
7,8,(-),던전앤파이터,넥슨 코리아,액션
8,9,(-),천하제일상 거상,AK INTERACTIVE,롤플레잉
9,10,(-),오버워치,블리자드,FPS
10,11,(-),서든어택,넥슨 코리아,FPS
11,12,(-),크레이지 아케이드 비엔비,넥슨 코리아,캐주얼 게임
12,13,(+2),아키에이지,엑스엘게임즈,롤플레잉
13,14,(-),블레이드앤소울,엔씨소프트,롤플레잉
14,15,(-2),에이펙스 레전드,리스폰 엔터테인먼트,배틀로얄
15,16,(-),사이퍼즈,넥슨 코리아,액션
16,17,(-),마인크래프트,모장,어드벤쳐
17,18,(-),아이온: 영원의 탑,엔씨소프트,롤플레잉
18,19,(+1),검은사막,카카오게임즈,롤플레잉
19,20,(-1),테일즈런너,스마일게이트 메가포트,캐주얼 게임
20,21,(-),리니지2,엔씨소프트,롤플레잉
21,22,(-),테라,넥슨 코리아,롤플레잉
22,23,(+2),하스스톤,"BLIZZARD ENTERTAINMENT, INC.",카드
23,24,(-1),포트나이트,네오위즈,서바이벌
24,25,(-1),바람의나라,넥슨 코리아,롤플레잉
25,26,(-),엘소드,넥슨 코리아,롤플레잉
26,27,(-),마비노기,넥슨 코리아,롤플레잉
27,28,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
28,29,(-),월드 오브 워크래프트,블리자드,롤플레잉
29,30,(+1),디아블로3,블리자드,롤플레잉
30,31,(-1),도타2,밸브,AOS
0,1,(-),리그 오브 레전드,라이엇 게임즈,AOS
1,2,(+1),메이플스토리,NEXON COMPANY,롤플레잉
2,3,(-1),카트라이더,NEXON COMPANY,자동차 경주
