,column-1,column-1 2,column-2,column-3,column-4
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
2,3,(-),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
4,5,(-),서든어택,㈜넥슨코리아,FPS
5,6,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
6,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(-),카트라이더,㈜넥슨코리아,레이싱
8,9,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
9,10,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
10,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
11,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
12,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
13,14,(-),사이퍼즈,㈜넥슨코리아,액션
14,15,(+2),리니지,㈜엔씨소프트,MMORPG
15,16,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
16,17,(-1),검은사막,㈜펄어비스,MMORPG
17,18,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
18,19,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
20,21,(-1),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
21,22,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
22,23,(+1),바람의나라,㈜넥슨코리아,MMORPG
23,24,(+1),마비노기,㈜넥슨코리아,MMORPG
24,25,(+1),파이널 판타지 14,㈜액토즈소프트,MMORPG
25,26,(+3),하스스톤,블리자드 엔터테인먼트,CCG
26,27,(-4),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
27,28,(-1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
28,29,(-1),테라,㈜넥슨코리아,MMORPG
29,30,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
30,31,(-),리니지2,㈜엔씨소프트,MMORPG
31,32,(-),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
32,33,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
33,34,(-),스페셜포스,㈜드래곤플라이,FPS
34,35,(-),로스트사가,㈜위메이드,액션
35,36,(+1),버블파이터,㈜넥슨코리아,캐주얼 TPS
36,37,(+3),레전드 오브 룬테라,라이엇 게임즈,카드 전략
37,38,(-2),소울워커,㈜스마일게이트메가포트,액션 RPG
38,39,(-1),트리 오브 세이비어,㈜넥슨코리아,MMORPG
39,40,(-1),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
2,3,(-),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
4,5,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
5,6,(-1),서든어택,㈜넥슨코리아,FPS
6,7,(+3),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
7,8,(-),카트라이더,㈜넥슨코리아,레이싱
8,9,(-2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
9,10,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
10,11,(-2),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
11,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
12,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
13,14,(-),사이퍼즈,㈜넥슨코리아,액션
14,15,(-),리니지,㈜엔씨소프트,MMORPG
15,16,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
16,17,(+1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
17,18,(-1),검은사막,㈜펄어비스,MMORPG
18,19,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
19,20,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
20,21,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
21,22,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
22,23,(+2),파이널 판타지 14,㈜액토즈소프트,MMORPG
23,24,(-1),바람의나라,㈜넥슨코리아,MMORPG
24,25,(-1),마비노기,㈜넥슨코리아,MMORPG
25,26,(-),하스스톤,블리자드 엔터테인먼트,CCG
26,27,(+1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
27,28,(+1),테라,㈜넥슨코리아,MMORPG
28,29,(+1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(-3),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
30,31,(-),리니지2,㈜엔씨소프트,MMORPG
31,32,(-),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
32,33,(+1),스페셜포스,㈜드래곤플라이,FPS
33,34,(-1),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(-),로스트사가,㈜위메이드,액션
35,36,(+2),소울워커,㈜스마일게이트메가포트,액션 RPG
36,37,(-1),버블파이터,㈜넥슨코리아,캐주얼 TPS
37,38,(-1),레전드 오브 룬테라,라이엇 게임즈,카드 전략
38,39,(NEW),클로저스,㈜넥슨코리아,벨트 스크롤 액션
39,40,(-),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(+1),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-1),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
4,5,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
5,6,(+2),카트라이더,㈜넥슨코리아,레이싱
6,7,(-1),서든어택,㈜넥슨코리아,FPS
7,8,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
8,9,(-2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
9,10,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
10,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
11,12,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
12,13,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
13,14,(-),사이퍼즈,㈜넥슨코리아,액션
14,15,(-),리니지,㈜엔씨소프트,MMORPG
15,16,(+1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
16,17,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
19,20,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
20,21,(+1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
21,22,(+2),바람의나라,㈜넥슨코리아,MMORPG
22,23,(-),파이널 판타지 14,㈜액토즈소프트,MMORPG
23,24,(+1),마비노기,㈜넥슨코리아,MMORPG
24,25,(-4),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
25,26,(+1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
26,27,(+1),테라,㈜넥슨코리아,MMORPG
27,28,(-2),하스스톤,블리자드 엔터테인먼트,CCG
28,29,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
30,31,(-),리니지2,㈜엔씨소프트,MMORPG
31,32,(+1),스페셜포스,㈜드래곤플라이,FPS
32,33,(-1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
33,34,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(NEW),에이펙스 레전드,일레트로닉 아츠,배틀로얄
35,36,(+2),레전드 오브 룬테라,라이엇 게임즈,카드 전략
36,37,(-2),로스트사가,㈜위메이드,액션
37,38,(-2),소울워커,㈜스마일게이트메가포트,액션 RPG
38,39,(-),클로저스,㈜넥슨코리아,벨트 스크롤 액션
39,40,(-3),버블파이터,㈜넥슨코리아,캐주얼 TPS
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
4,5,(+1),카트라이더,㈜넥슨코리아,레이싱
5,6,(+1),서든어택,㈜넥슨코리아,FPS
6,7,(-2),마인크래프트,엑스박스 게임 스튜디오,샌드박스
7,8,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
8,9,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
9,10,(+2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
10,11,(-1),아키에이지,㈜엑스엘게임즈,판타지 RPG
11,12,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
12,13,(+1),사이퍼즈,㈜넥슨코리아,액션
13,14,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
14,15,(-),리니지,㈜엔씨소프트,MMORPG
15,16,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
16,17,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
17,18,(+18),레전드 오브 룬테라,라이엇 게임즈,카드 전략
18,19,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
19,20,(-2),검은사막,㈜펄어비스,MMORPG
20,21,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
21,22,(+3),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
22,23,(-2),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
23,24,(-2),바람의나라,㈜넥슨코리아,MMORPG
24,25,(-2),파이널 판타지 14,㈜액토즈소프트,MMORPG
25,26,(-2),마비노기,㈜넥슨코리아,MMORPG
26,27,(-1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
27,28,(-1),테라,㈜넥슨코리아,MMORPG
28,29,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(+2),스페셜포스,㈜드래곤플라이,FPS
30,31,(-3),하스스톤,블리자드 엔터테인먼트,CCG
31,32,(-1),리니지2,㈜엔씨소프트,MMORPG
32,33,(-3),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
33,34,(-1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
34,35,(-1),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
35,36,(+1),로스트사가,㈜위메이드,액션
36,37,(+1),소울워커,㈜스마일게이트메가포트,액션 RPG
37,38,(+1),클로저스,㈜넥슨코리아,벨트 스크롤 액션
38,39,(+1),버블파이터,㈜넥슨코리아,캐주얼 TPS
39,40,(NEW),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
4,5,(-),카트라이더,㈜넥슨코리아,레이싱
5,6,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
6,7,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(-2),서든어택,㈜넥슨코리아,FPS
8,9,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
9,10,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
10,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
11,12,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
12,13,(-),사이퍼즈,㈜넥슨코리아,액션
13,14,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
14,15,(+3),레전드 오브 룬테라,라이엇 게임즈,카드 전략
15,16,(-1),리니지,㈜엔씨소프트,MMORPG
16,17,(-1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
17,18,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
18,19,(+1),검은사막,㈜펄어비스,MMORPG
19,20,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
20,21,(-4),패스 오브 엑자일,㈜카카오게임즈,ARPG
21,22,(+4),마비노기,㈜넥슨코리아,MMORPG
22,23,(+1),바람의나라,㈜넥슨코리아,MMORPG
23,24,(-1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
24,25,(-3),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
25,26,(-1),파이널 판타지 14,㈜액토즈소프트,MMORPG
26,27,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
27,28,(-),테라,㈜넥슨코리아,MMORPG
28,29,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(+3),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
30,31,(+1),리니지2,㈜엔씨소프트,MMORPG
31,32,(-2),스페셜포스,㈜드래곤플라이,FPS
32,33,(+1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
33,34,(+1),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(-4),하스스톤,블리자드 엔터테인먼트,CCG
35,36,(-),로스트사가,㈜위메이드,액션
36,37,(-),소울워커,㈜스마일게이트메가포트,액션 RPG
37,38,(+1),버블파이터,㈜넥슨코리아,캐주얼 TPS
38,39,(-1),클로저스,㈜넥슨코리아,벨트 스크롤 액션
39,40,(-),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(+1),카트라이더,㈜넥슨코리아,레이싱
4,5,(+2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
5,6,(-2),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
7,8,(-),서든어택,㈜넥슨코리아,FPS
8,9,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
9,10,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
10,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
11,12,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
12,13,(+2),레전드 오브 룬테라,라이엇 게임즈,카드 전략
13,14,(-1),사이퍼즈,㈜넥슨코리아,액션
14,15,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
15,16,(-),리니지,㈜엔씨소프트,MMORPG
16,17,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
17,18,(+2),블레이드앤소울,㈜엔씨소프트,MMORPG
18,19,(-1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
19,20,(-1),검은사막,㈜펄어비스,MMORPG
20,21,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
21,22,(+1),바람의나라,㈜넥슨코리아,MMORPG
22,23,(-1),마비노기,㈜넥슨코리아,MMORPG
23,24,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
24,25,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
25,26,(+1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
26,27,(-1),파이널 판타지 14,㈜액토즈소프트,MMORPG
27,28,(-),테라,㈜넥슨코리아,MMORPG
28,29,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(+2),스페셜포스,㈜드래곤플라이,FPS
30,31,(-),리니지2,㈜엔씨소프트,MMORPG
31,32,(+1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
32,33,(-3),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
33,34,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(-),하스스톤,블리자드 엔터테인먼트,CCG
35,36,(-),로스트사가,㈜위메이드,액션
36,37,(+1),버블파이터,㈜넥슨코리아,캐주얼 TPS
37,38,(-1),소울워커,㈜스마일게이트메가포트,액션 RPG
38,39,(-),클로저스,㈜넥슨코리아,벨트 스크롤 액션
39,40,(-),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),카트라이더,㈜넥슨코리아,레이싱
4,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
5,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(+1),서든어택,㈜넥슨코리아,FPS
7,8,(-1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
9,10,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
10,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
11,12,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
12,13,(-),레전드 오브 룬테라,라이엇 게임즈,카드 전략
13,14,(-),사이퍼즈,㈜넥슨코리아,액션
14,15,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
15,16,(-),리니지,㈜엔씨소프트,MMORPG
16,17,(+3),검은사막,㈜펄어비스,MMORPG
17,18,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
18,19,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
19,20,(-3),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
20,21,(+1),바람의나라,㈜넥슨코리아,MMORPG
21,22,(+3),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
22,23,(-),마비노기,㈜넥슨코리아,MMORPG
23,24,(-3),패스 오브 엑자일,㈜카카오게임즈,ARPG
24,25,(-1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
25,26,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
26,27,(+1),테라,㈜넥슨코리아,MMORPG
27,28,(-1),파이널 판타지 14,㈜액토즈소프트,MMORPG
28,29,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(-),스페셜포스,㈜드래곤플라이,FPS
30,31,(+2),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
31,32,(-),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
32,33,(-2),리니지2,㈜엔씨소프트,MMORPG
33,34,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(-),하스스톤,블리자드 엔터테인먼트,CCG
35,36,(-),로스트사가,㈜위메이드,액션
36,37,(+1),소울워커,㈜스마일게이트메가포트,액션 RPG
37,38,(-1),버블파이터,㈜넥슨코리아,캐주얼 TPS
38,39,(NEW),섀도우 아레나,㈜펄어비스,배틀로얄
39,40,(NEW),디아블로2,블리자드 엔터테인먼트,RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
2,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-),카트라이더,㈜넥슨코리아,레이싱
4,5,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
5,6,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(+2),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
7,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(-2),서든어택,㈜넥슨코리아,FPS
9,10,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
10,11,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
11,12,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
12,13,(+3),리니지,㈜엔씨소프트,MMORPG
13,14,(NEW),마인크래프트 던전스,엑스박스 게임 스튜디오,액션 어드벤처
14,15,(-1),사이퍼즈,㈜넥슨코리아,액션
15,16,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
16,17,(-4),레전드 오브 룬테라,라이엇 게임즈,카드 전략
17,18,(-1),검은사막,㈜펄어비스,MMORPG
18,19,(-1),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(-1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
20,21,(-1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
21,22,(-1),바람의나라,㈜넥슨코리아,MMORPG
22,23,(-1),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
23,24,(-1),마비노기,㈜넥슨코리아,MMORPG
24,25,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
25,26,(-1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
26,27,(-),테라,㈜넥슨코리아,MMORPG
27,28,(-2),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
28,29,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
29,30,(-2),파이널 판타지 14,㈜액토즈소프트,MMORPG
30,31,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
31,32,(+1),리니지2,㈜엔씨소프트,MMORPG
32,33,(-1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
33,34,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(+4),섀도우 아레나,㈜펄어비스,배틀로얄
35,36,(-6),스페셜포스,㈜드래곤플라이,FPS
36,37,(-),소울워커,㈜스마일게이트메가포트,액션 RPG
37,38,(+2),디아블로2,블리자드 엔터테인먼트,RPG
38,39,(-4),하스스톤,블리자드 엔터테인먼트,CCG
39,40,(-4),로스트사가,㈜위메이드,액션
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(NEW),발로란트,라이엇 게임즈,FPS
2,3,(-),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-2),메이플스토리,㈜넥슨코리아,MMORPG
4,5,(-1),카트라이더,㈜넥슨코리아,레이싱
5,6,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
6,7,(-1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
7,8,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
8,9,(-),서든어택,㈜넥슨코리아,FPS
9,10,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
10,11,(-3),마인크래프트,엑스박스 게임 스튜디오,샌드박스
11,12,(-2),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
12,13,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
13,14,(-),마인크래프트 던전스,엑스박스 게임 스튜디오,액션 어드벤처
14,15,(-2),리니지,㈜엔씨소프트,MMORPG
15,16,(-1),사이퍼즈,㈜넥슨코리아,액션
16,17,(-1),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
20,21,(+1),바람의나라,㈜넥슨코리아,MMORPG
21,22,(-1),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
22,23,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
23,24,(-),마비노기,㈜넥슨코리아,MMORPG
24,25,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
25,26,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
26,27,(-),테라,㈜넥슨코리아,MMORPG
27,28,(-11),레전드 오브 룬테라,라이엇 게임즈,카드 전략
28,29,(-1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
29,30,(-1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
30,31,(-1),파이널 판타지 14,㈜액토즈소프트,MMORPG
31,32,(-1),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
32,33,(+2),섀도우 아레나,㈜펄어비스,배틀로얄
33,34,(-2),리니지2,㈜엔씨소프트,MMORPG
34,35,(-2),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
35,36,(-2),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
36,37,(-1),스페셜포스,㈜드래곤플라이,FPS
37,38,(-),디아블로2,블리자드 엔터테인먼트,RPG
38,39,(-2),소울워커,㈜스마일게이트메가포트,액션 RPG
39,40,(NEW),마구마구,넷마블㈜,스포츠
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(+2),메이플스토리,㈜넥슨코리아,MMORPG
2,3,(-),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-2),발로란트,라이엇 게임즈,FPS
4,5,(-),카트라이더,㈜넥슨코리아,레이싱
5,6,(+1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(-1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
8,9,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
9,10,(-1),서든어택,㈜넥슨코리아,FPS
10,11,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
11,12,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
12,13,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
13,14,(-),마인크래프트 던전스,엑스박스 게임 스튜디오,액션 어드벤처
14,15,(-),리니지,㈜엔씨소프트,MMORPG
15,16,(-),사이퍼즈,㈜넥슨코리아,액션
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(+4),마비노기,㈜넥슨코리아,MMORPG
20,21,(-1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
21,22,(-1),바람의나라,㈜넥슨코리아,MMORPG
22,23,(+2),패스 오브 엑자일,㈜카카오게임즈,ARPG
23,24,(-2),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
24,25,(+2),테라,㈜넥슨코리아,MMORPG
25,26,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
26,27,(-4),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
27,28,(+2),마비노기 영웅전,㈜넥슨코리아,액션 RPG
28,29,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
29,30,(+1),파이널 판타지 14,㈜액토즈소프트,MMORPG
30,31,(+1),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
31,32,(+1),섀도우 아레나,㈜펄어비스,배틀로얄
32,33,(+1),리니지2,㈜엔씨소프트,MMORPG
33,34,(+2),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
34,35,(-7),레전드 오브 룬테라,라이엇 게임즈,카드 전략
35,36,(-1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
36,37,(-),스페셜포스,㈜드래곤플라이,FPS
37,38,(-),디아블로2,블리자드 엔터테인먼트,RPG
38,39,(-),소울워커,㈜스마일게이트메가포트,액션 RPG
39,40,(-),마구마구,넷마블㈜,스포츠
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),메이플스토리,㈜넥슨코리아,MMORPG
2,3,(-),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-),발로란트,라이엇 게임즈,FPS
4,5,(-),카트라이더,㈜넥슨코리아,레이싱
