,column-1,column-1 2,column-2,column-3,column-4
10,11,(+26),스칼렛 스트링스,BANDAI NAMCO Entertainment,액션
11,12,(-1),폴가이즈,Devolver Digital,어드벤처
12,13,(+7),철권 7,BANDAI NAMCO Entertainment,액션
13,14,(-1),풋볼 매니저 2021,SEGA,시뮬레이션
14,15,(+18),오버쿡드! 2,Team17 Digital Ltd,캐주얼
15,16,(+2),프로스트펑크,THQ Nordic,액션
16,17,(-1),데드 바이 데이라이트,Behaviour Digital Inc.,액션
17,18,(-1),피파 21,Electronic Arts,스포츠
18,19,(-),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
19,20,(+2),포르자 호라이즌 4,Xbox Game Studios,레이싱
20,21,(+10),디트로이트: 비컴 휴먼,Quantic Dream,액션
21,22,(+4),더 포레스트,Endnight Games Ltd,서바이벌
22,23,(-9),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
23,24,(+3),하데스,Supergiant Games,액션
24,25,(-1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
25,26,(-1),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
26,27,(-12),데이즈 곤,"PlayStation Mobile, Inc.",서바이벌 호러
27,28,(+2),휴먼: 폴 플랫,Curve Digital,퍼즐
28,29,(-6),블레스 언리쉬드,NEOWIZ,MMORPG
29,30,(-2),테라리아,Re-Logic,롤플레잉
30,31,(-22),NBA 2K21,2K,스포츠
31,32,(+3),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
32,33,(+1),문명6,2K,전략
33,34,(-5),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
34,35,(+3),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
35,36,(NEW),길티기어 스트라이브,Arc System Works,액션
36,37,(-1),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
37,38,(NEW),용과 같이 6: 생명의 시,SEGA,액션 어드벤처
38,39,(-),사이버펑크 2077,CD PROJEKT RED,오픈월드 액션 RPG
39,40,(NEW),성검전설 레전드 오브 마나,Square Enix,액션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(+1),GTA 5,Rockstar Games,오픈월드 범죄 액션
3,4,(+3),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
4,5,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
5,6,(-2),잇 테이크 투,Electronic Arts,액션
6,7,(-1),배틀필드 2042,Electronic Arts,액션
7,8,(+5),철권 7,BANDAI NAMCO Entertainment,액션
8,9,(+2),스칼렛 스트링스,BANDAI NAMCO Entertainment,액션
9,10,(+2),폴가이즈,Devolver Digital,어드벤처
10,11,(-1),더 심즈 4,Electronic Arts,시뮬레이션
11,12,(-4),레드 데드 리뎀션 2,Rockstar Games,액션
12,13,(-4),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
13,14,(-),풋볼 매니저 2021,SEGA,시뮬레이션
14,15,(-),오버쿡드! 2,Team17 Digital Ltd,캐주얼
15,16,(+1),데드 바이 데이라이트,Behaviour Digital Inc.,액션
16,17,(+3),포르자 호라이즌 4,Xbox Game Studios,레이싱
17,18,(+3),디트로이트: 비컴 휴먼,Quantic Dream,액션
18,19,(-5),하데스,Supergiant Games,액션
19,20,(-2),피파 21,Electronic Arts,스포츠
20,21,(-2),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
21,22,(-),더 포레스트,Endnight Games Ltd,서바이벌
22,23,(+5),휴먼: 폴 플랫,Curve Digital,퍼즐
23,24,(+11),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
24,25,(-9),프로스트펑크,THQ Nordic,액션
25,26,(-1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
26,27,(-4),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
27,28,(-2),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
28,29,(+1),테라리아,Re-Logic,롤플레잉
29,30,(+3),문명6,2K,전략
30,31,(-2),블레스 언리쉬드,NEOWIZ,MMORPG
31,32,(+2),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
32,33,(-1),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
33,34,(+2),길티기어 스트라이브,Arc System Works,액션
34,35,(+2),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
35,36,(+4),성검전설 레전드 오브 마나,Square Enix,액션
36,37,(-10),데이즈 곤,"PlayStation Mobile, Inc.",서바이벌 호러
37,38,(-7),NBA 2K21,2K,스포츠
38,39,(-),사이버펑크 2077,CD PROJEKT RED,오픈월드 액션 RPG
39,40,(NEW),배틀필드 5,Electronic Arts,액션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(+1),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
3,4,(NEW),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
4,5,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
5,6,(-3),GTA 5,Rockstar Games,오픈월드 범죄 액션
6,7,(-1),잇 테이크 투,Electronic Arts,액션
7,8,(-1),배틀필드 2042,Electronic Arts,액션
8,9,(-1),철권 7,BANDAI NAMCO Entertainment,액션
9,10,(-),폴가이즈,Devolver Digital,어드벤처
10,11,(-),더 심즈 4,Electronic Arts,시뮬레이션
11,12,(-3),스칼렛 스트링스,BANDAI NAMCO Entertainment,액션
12,13,(-),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
13,14,(-2),레드 데드 리뎀션 2,Rockstar Games,액션
14,15,(-1),풋볼 매니저 2021,SEGA,시뮬레이션
15,16,(-1),오버쿡드! 2,Team17 Digital Ltd,캐주얼
16,17,(-),포르자 호라이즌 4,Xbox Game Studios,레이싱
17,18,(-2),데드 바이 데이라이트,Behaviour Digital Inc.,액션
18,19,(-),하데스,Supergiant Games,액션
19,20,(-2),디트로이트: 비컴 휴먼,Quantic Dream,액션
20,21,(+1),더 포레스트,Endnight Games Ltd,서바이벌
21,22,(-2),피파 21,Electronic Arts,스포츠
22,23,(-2),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
23,24,(-1),휴먼: 폴 플랫,Curve Digital,퍼즐
24,25,(+5),문명6,2K,전략
25,26,(+3),테라리아,Re-Logic,롤플레잉
26,27,(+1),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
27,28,(+4),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
28,29,(+2),블레스 언리쉬드,NEOWIZ,MMORPG
29,30,(-3),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
30,31,(-5),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
31,32,(+3),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
32,33,(-),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
33,34,(-10),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
34,35,(+1),성검전설 레전드 오브 마나,Square Enix,액션
35,36,(NEW),씨 오브 시브즈,Xbox Game Studios,어드벤처
36,37,(+2),사이버펑크 2077,CD PROJEKT RED,오픈월드 액션 RPG
37,38,(-),NBA 2K21,2K,스포츠
38,39,(-2),데이즈 곤,"PlayStation Mobile, Inc.",서바이벌 호러
39,40,(NEW),파스모포비아,Kinetic Games,공포
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(+1),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
3,4,(-1),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
4,5,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
5,6,(-),GTA 5,Rockstar Games,오픈월드 범죄 액션
6,7,(-),잇 테이크 투,Electronic Arts,액션
7,8,(+1),철권 7,BANDAI NAMCO Entertainment,액션
8,9,(+1),폴가이즈,Devolver Digital,어드벤처
9,10,(+1),더 심즈 4,Electronic Arts,시뮬레이션
10,11,(+2),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
11,12,(-),스칼렛 스트링스,BANDAI NAMCO Entertainment,액션
12,13,(+1),레드 데드 리뎀션 2,Rockstar Games,액션
13,14,(-6),배틀필드 2042,Electronic Arts,액션
14,15,(+3),데드 바이 데이라이트,Behaviour Digital Inc.,액션
15,16,(-1),풋볼 매니저 2021,SEGA,시뮬레이션
16,17,(+2),하데스,Supergiant Games,액션
17,18,(-1),포르자 호라이즌 4,Xbox Game Studios,레이싱
18,19,(-3),오버쿡드! 2,Team17 Digital Ltd,캐주얼
19,20,(+1),더 포레스트,Endnight Games Ltd,서바이벌
20,21,(-1),디트로이트: 비컴 휴먼,Quantic Dream,액션
21,22,(-),피파 21,Electronic Arts,스포츠
22,23,(-),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
23,24,(-),휴먼: 폴 플랫,Curve Digital,퍼즐
24,25,(-),문명6,2K,전략
25,26,(-),테라리아,Re-Logic,롤플레잉
26,27,(-),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
27,28,(+1),블레스 언리쉬드,NEOWIZ,MMORPG
28,29,(+2),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
29,30,(-),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
30,31,(-3),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
31,32,(+2),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
32,33,(-1),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
33,34,(-1),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
34,35,(+1),씨 오브 시브즈,Xbox Game Studios,어드벤처
35,36,(+4),파스모포비아,Kinetic Games,공포
36,37,(NEW),귀멸의 칼날 히노카미 혈풍담,SEGA,액션
37,38,(-3),성검전설 레전드 오브 마나,Square Enix,액션
38,39,(-1),NBA 2K21,2K,스포츠
39,40,(NEW),세키로,Activision (Excluding Japan and Asia),액션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(+1),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
3,4,(-1),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
4,5,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
5,6,(-),GTA 5,Rockstar Games,오픈월드 범죄 액션
6,7,(-),잇 테이크 투,Electronic Arts,액션
7,8,(+1),폴가이즈,Devolver Digital,어드벤처
8,9,(-1),철권 7,BANDAI NAMCO Entertainment,액션
9,10,(+1),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
10,11,(-1),더 심즈 4,Electronic Arts,시뮬레이션
11,12,(+1),레드 데드 리뎀션 2,Rockstar Games,액션
12,13,(+4),하데스,Supergiant Games,액션
13,14,(-),배틀필드 2042,Electronic Arts,액션
14,15,(-),데드 바이 데이라이트,Behaviour Digital Inc.,액션
15,16,(-),풋볼 매니저 2021,SEGA,시뮬레이션
16,17,(+1),포르자 호라이즌 4,Xbox Game Studios,레이싱
17,18,(+2),더 포레스트,Endnight Games Ltd,서바이벌
18,19,(+2),피파 21,Electronic Arts,스포츠
19,20,(+4),휴먼: 폴 플랫,Curve Digital,퍼즐
20,21,(+2),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
21,22,(-10),스칼렛 스트링스,BANDAI NAMCO Entertainment,액션
22,23,(+2),문명6,2K,전략
23,24,(-3),디트로이트: 비컴 휴먼,Quantic Dream,액션
24,25,(+1),테라리아,Re-Logic,롤플레잉
25,26,(+4),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
26,27,(-),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
27,28,(-),블레스 언리쉬드,NEOWIZ,MMORPG
28,29,(-),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
29,30,(+1),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
30,31,(+1),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
31,32,(-13),오버쿡드! 2,Team17 Digital Ltd,캐주얼
32,33,(-),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
33,34,(-),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
34,35,(+1),파스모포비아,Kinetic Games,공포
35,36,(+1),귀멸의 칼날 히노카미 혈풍담,SEGA,액션
36,37,(+3),세키로,Activision (Excluding Japan and Asia),액션
37,38,(-3),씨 오브 시브즈,Xbox Game Studios,어드벤처
38,39,(-),NBA 2K21,2K,스포츠
39,40,(NEW),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(-),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
3,4,(-),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
4,5,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
5,6,(-),GTA 5,Rockstar Games,오픈월드 범죄 액션
6,7,(-),잇 테이크 투,Electronic Arts,액션
7,8,(-),폴가이즈,Devolver Digital,어드벤처
8,9,(+1),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
9,10,(+1),더 심즈 4,Electronic Arts,시뮬레이션
10,11,(+1),레드 데드 리뎀션 2,Rockstar Games,액션
11,12,(-3),철권 7,BANDAI NAMCO Entertainment,액션
12,13,(+1),배틀필드 2042,Electronic Arts,액션
13,14,(-1),하데스,Supergiant Games,액션
14,15,(-),데드 바이 데이라이트,Behaviour Digital Inc.,액션
15,16,(-),풋볼 매니저 2021,SEGA,시뮬레이션
16,17,(+2),피파 21,Electronic Arts,스포츠
17,18,(-1),포르자 호라이즌 4,Xbox Game Studios,레이싱
18,19,(+1),휴먼: 폴 플랫,Curve Digital,퍼즐
19,20,(+1),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
20,21,(-3),더 포레스트,Endnight Games Ltd,서바이벌
21,22,(+6),블레스 언리쉬드,NEOWIZ,MMORPG
22,23,(-),문명6,2K,전략
23,24,(+1),테라리아,Re-Logic,롤플레잉
24,25,(+1),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
25,26,(NEW),트라이브스 오브 미드가르드,Gearbox Publishing,액션
26,27,(+2),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
27,28,(-4),디트로이트: 비컴 휴먼,Quantic Dream,액션
28,29,(+1),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
29,30,(-3),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
30,31,(-),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
31,32,(NEW),뉴 월드,Amazon Games,MMORPG
32,33,(-11),스칼렛 스트링스,BANDAI NAMCO Entertainment,액션
33,34,(+1),파스모포비아,Kinetic Games,공포
34,35,(-2),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
35,36,(+4),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
36,37,(-5),오버쿡드! 2,Team17 Digital Ltd,캐주얼
37,38,(-4),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
38,39,(-2),귀멸의 칼날 히노카미 혈풍담,SEGA,액션
39,40,(-1),NBA 2K21,2K,스포츠
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(-),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
3,4,(-),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
4,5,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
5,6,(-),GTA 5,Rockstar Games,오픈월드 범죄 액션
6,7,(+15),블레스 언리쉬드,NEOWIZ,MMORPG
7,8,(-1),잇 테이크 투,Electronic Arts,액션
8,9,(-1),폴가이즈,Devolver Digital,어드벤처
9,10,(-1),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
10,11,(-),레드 데드 리뎀션 2,Rockstar Games,액션
11,12,(-2),더 심즈 4,Electronic Arts,시뮬레이션
12,13,(-),배틀필드 2042,Electronic Arts,액션
13,14,(+1),데드 바이 데이라이트,Behaviour Digital Inc.,액션
14,15,(+1),풋볼 매니저 2021,SEGA,시뮬레이션
15,16,(-4),철권 7,BANDAI NAMCO Entertainment,액션
16,17,(-3),하데스,Supergiant Games,액션
17,18,(+8),트라이브스 오브 미드가르드,Gearbox Publishing,액션
18,19,(-2),피파 21,Electronic Arts,스포츠
19,20,(-1),휴먼: 폴 플랫,Curve Digital,퍼즐
20,21,(-1),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
21,22,(-4),포르자 호라이즌 4,Xbox Game Studios,레이싱
22,23,(+9),뉴 월드,Amazon Games,MMORPG
23,24,(-3),더 포레스트,Endnight Games Ltd,서바이벌
24,25,(-2),문명6,2K,전략
25,26,(-2),테라리아,Re-Logic,롤플레잉
26,27,(-2),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
27,28,(-1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
28,29,(NEW),배틀필드 5,Electronic Arts,액션
29,30,(-1),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
30,31,(-3),디트로이트: 비컴 휴먼,Quantic Dream,액션
31,32,(+2),파스모포비아,Kinetic Games,공포
32,33,(-3),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
33,34,(+2),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
34,35,(+2),오버쿡드! 2,Team17 Digital Ltd,캐주얼
35,36,(-5),스나이퍼 고스트 워리어 컨트랙트 2,CI Games,액션
36,37,(-2),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
37,38,(NEW),니어 오토마타,Square Enix,액션
38,39,(-1),용과 같이 7: 빛과 어둠의 행방,SEGA,JRPG
39,40,(NEW),사이버펑크 2077,CD PROJEKT RED,오픈월드 액션 RPG
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),어몽 어스,Innersloth,전략
2,3,(-),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
3,4,(+3),블레스 언리쉬드,NEOWIZ,MMORPG
4,5,(+1),GTA 5,Rockstar Games,오픈월드 범죄 액션
5,6,(-1),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
6,7,(-3),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
7,8,(-),잇 테이크 투,Electronic Arts,액션
8,9,(-),폴가이즈,Devolver Digital,어드벤처
9,10,(+3),배틀필드 2042,Electronic Arts,액션
10,11,(-),레드 데드 리뎀션 2,Rockstar Games,액션
11,12,(-2),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
12,13,(-1),더 심즈 4,Electronic Arts,시뮬레이션
13,14,(+3),하데스,Supergiant Games,액션
14,15,(-),풋볼 매니저 2021,SEGA,시뮬레이션
15,16,(+2),트라이브스 오브 미드가르드,Gearbox Publishing,액션
16,17,(-3),데드 바이 데이라이트,Behaviour Digital Inc.,액션
17,18,(-2),철권 7,BANDAI NAMCO Entertainment,액션
18,19,(+1),휴먼: 폴 플랫,Curve Digital,퍼즐
19,20,(-1),피파 21,Electronic Arts,스포츠
20,21,(+2),뉴 월드,Amazon Games,MMORPG
21,22,(-1),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
22,23,(-1),포르자 호라이즌 4,Xbox Game Studios,레이싱
23,24,(NEW),백 4 블러드,Warner Bros. Games,액션
24,25,(+1),테라리아,Re-Logic,롤플레잉
25,26,(-1),문명6,2K,전략
26,27,(-3),더 포레스트,Endnight Games Ltd,서바이벌
27,28,(+1),배틀필드 5,Electronic Arts,액션
28,29,(-1),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
29,30,(+2),파스모포비아,Kinetic Games,공포
30,31,(-1),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
31,32,(-5),바이오하자드 빌리지,"CAPCOM Co., Ltd.",서바이벌 호러
32,33,(+1),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
33,34,(-1),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
34,35,(-4),디트로이트: 비컴 휴먼,Quantic Dream,액션
35,36,(-1),오버쿡드! 2,Team17 Digital Ltd,캐주얼
36,37,(NEW),엘든 링,"FromSoftware Inc., BANDAI NAMCO Entertainment",액션
37,38,(NEW),데이즈 곤,"PlayStation Mobile, Inc.",서바이벌 호러
38,39,(-1),니어 오토마타,Square Enix,액션
39,40,(-),사이버펑크 2077,CD PROJEKT RED,오픈월드 액션 RPG
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(+2),블레스 언리쉬드,NEOWIZ,MMORPG
2,3,(-1),어몽 어스,Innersloth,전략
3,4,(-1),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
4,5,(NEW),그랜드 체이스,KOG,액션
5,6,(-1),GTA 5,Rockstar Games,오픈월드 범죄 액션
6,7,(-1),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
7,8,(-),잇 테이크 투,Electronic Arts,액션
8,9,(-),폴가이즈,Devolver Digital,어드벤처
9,10,(-),배틀필드 2042,Electronic Arts,액션
10,11,(-4),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
11,12,(+2),하데스,Supergiant Games,액션
12,13,(+2),풋볼 매니저 2021,SEGA,시뮬레이션
13,14,(-3),레드 데드 리뎀션 2,Rockstar Games,액션
14,15,(-2),더 심즈 4,Electronic Arts,시뮬레이션
15,16,(-),트라이브스 오브 미드가르드,Gearbox Publishing,액션
16,17,(-5),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
17,18,(NEW),휴먼카인드,SEGA,전략
18,19,(-2),데드 바이 데이라이트,Behaviour Digital Inc.,액션
19,20,(+4),백 4 블러드,Warner Bros. Games,액션
20,21,(-1),피파 21,Electronic Arts,스포츠
21,22,(-4),철권 7,BANDAI NAMCO Entertainment,액션
22,23,(-4),휴먼: 폴 플랫,Curve Digital,퍼즐
23,24,(-1),포르자 호라이즌 4,Xbox Game Studios,레이싱
24,25,(-4),뉴 월드,Amazon Games,MMORPG
25,26,(-4),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
26,27,(-2),테라리아,Re-Logic,롤플레잉
27,28,(-2),문명6,2K,전략
28,29,(-2),더 포레스트,Endnight Games Ltd,서바이벌
29,30,(-2),배틀필드 5,Electronic Arts,액션
30,31,(-),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
31,32,(+6),데이즈 곤,"PlayStation Mobile, Inc.",서바이벌 호러
32,33,(-4),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
33,34,(-4),파스모포비아,Kinetic Games,공포
34,35,(-2),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
35,36,(-1),디트로이트: 비컴 휴먼,Quantic Dream,액션
36,37,(-1),오버쿡드! 2,Team17 Digital Ltd,캐주얼
37,38,(-4),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
38,39,(NEW),프로젝트 좀보이드,The Indie Stone,RPG
39,40,(-3),엘든 링,"FromSoftware Inc., BANDAI NAMCO Entertainment",액션
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),블레스 언리쉬드,NEOWIZ,MMORPG
2,3,(-),어몽 어스,Innersloth,전략
3,4,(-),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
4,5,(+1),GTA 5,Rockstar Games,오픈월드 범죄 액션
5,6,(+1),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
6,7,(-2),그랜드 체이스,KOG,액션
7,8,(-),잇 테이크 투,Electronic Arts,액션
8,9,(-),폴가이즈,Devolver Digital,어드벤처
9,10,(-),배틀필드 2042,Electronic Arts,액션
10,11,(+1),하데스,Supergiant Games,액션
11,12,(+1),풋볼 매니저 2021,SEGA,시뮬레이션
12,13,(+5),휴먼카인드,SEGA,전략
13,14,(+1),더 심즈 4,Electronic Arts,시뮬레이션
14,15,(-4),몬스터헌터 스토리즈 2 파멸의 날개,"CAPCOM Co., Ltd.",롤플레잉
15,16,(-2),레드 데드 리뎀션 2,Rockstar Games,액션
16,17,(-),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
17,18,(+1),데드 바이 데이라이트,Behaviour Digital Inc.,액션
18,19,(+1),백 4 블러드,Warner Bros. Games,액션
19,20,(+19),프로젝트 좀보이드,The Indie Stone,RPG
20,21,(+2),휴먼: 폴 플랫,Curve Digital,퍼즐
21,22,(-6),트라이브스 오브 미드가르드,Gearbox Publishing,액션
22,23,(-1),철권 7,BANDAI NAMCO Entertainment,액션
23,24,(+6),배틀필드 5,Electronic Arts,액션
24,25,(+1),포르자 호라이즌 4,Xbox Game Studios,레이싱
25,26,(+2),문명6,2K,전략
26,27,(-),테라리아,Re-Logic,롤플레잉
27,28,(-2),발하임,Coffee Stain Publishing,오픈 월드 생존 크래프트
28,29,(-8),피파 21,Electronic Arts,스포츠
29,30,(-1),더 포레스트,Endnight Games Ltd,서바이벌
30,31,(+4),삼국지14,"KOEI TECMO GAMES CO., LTD.",시뮬레이션
31,32,(-),데이즈 곤,"PlayStation Mobile, Inc.",서바이벌 호러
32,33,(-2),톰 클랜시의 레인보우 식스 시즈,Ubisoft,FPS
33,34,(NEW),어쌔신 크리드 : 오디세이,Ubisoft,롤플레잉
34,35,(-10),뉴 월드,Amazon Games,MMORPG
35,36,(-),디트로이트: 비컴 휴먼,Quantic Dream,액션
36,37,(-3),파스모포비아,Kinetic Games,공포
37,38,(-5),아크: 서바이벌 이볼브드,Studio Wildcard,어드벤처
38,39,(+1),엘든 링,"FromSoftware Inc., BANDAI NAMCO Entertainment",액션
39,40,(-2),호라이즌 제로 던 컴플리트 에디션,"PlayStation Mobile, Inc.",오픈월드 액션 RPG
0,1,(-),플레이어언노운스 배틀그라운드,PUBG Corporation,서바이벌 슈팅
1,2,(-),블레스 언리쉬드,NEOWIZ,MMORPG
2,3,(-),어몽 어스,Innersloth,전략
3,4,(-),이터널 리턴,Nimble Neuron,전략 기반 서바이벌
4,5,(-),GTA 5,Rockstar Games,오픈월드 범죄 액션
5,6,(-),스타듀밸리,ConcernedApe,전원생활 시뮬레이션
6,7,(+1),잇 테이크 투,Electronic Arts,액션
7,8,(+1),폴가이즈,Devolver Digital,어드벤처
8,9,(+1),배틀필드 2042,Electronic Arts,액션
9,10,(-3),그랜드 체이스,KOG,액션
10,11,(+9),프로젝트 좀보이드,The Indie Stone,RPG
11,12,(-1),하데스,Supergiant Games,액션
12,13,(-1),풋볼 매니저 2021,SEGA,시뮬레이션
13,14,(-1),휴먼카인드,SEGA,전략
14,15,(-1),더 심즈 4,Electronic Arts,시뮬레이션
15,16,(NEW),테일즈 오브 어라이즈,BANDAI NAMCO Entertainment,액션
16,17,(-1),레드 데드 리뎀션 2,Rockstar Games,액션
17,18,(-1),어 댄스 오브 파이어 앤 아이스,7th Beat Games,음악
